locality,species,month,year,socioeconomic_stratum,citizen_reports,abuse_cases,animals_seized,vet_emergencies,microchip_coverage,sterilization_rate,stray_density,prior_cases_6m,institutional_response_days,abandonment_risk
KENNEDY,CANINO,9,2023,1,20,14,4,29,0.0738,0.2541,54.71,8,6,HIGH
RAFAEL URIBE URIBE,CANINO,10,2023,2,13,17,6,19,0.2893,0.2623,48.27,11,2,MEDIUM
TEUSAQUILLO,CANINO,11,2023,4,6,12,2,12,0.6058,0.4936,24.77,3,4,LOW
USME,CANINO,9,2024,4,12,21,3,23,0.1433,0.096,51.86,13,11,HIGH
LOS MÁRTIRES,FELINO,4,2024,2,12,13,5,21,0.3504,0.2912,41.55,6,12,MEDIUM
ANTONIO NARIÑO,CANINO,3,2023,3,9,18,5,27,0.2749,0.3012,41.82,19,10,MEDIUM
RAFAEL URIBE URIBE,CANINO,3,2024,3,7,17,7,21,0.2364,0.109,49.86,14,6,MEDIUM
CIUDAD BOLÍVAR,CANINO,2,2024,1,15,20,5,31,0.087,0.2636,49.32,13,6,HIGH
RAFAEL URIBE URIBE,FELINO,2,2022,1,12,19,8,19,0.2307,0.1903,49.62,19,7,HIGH
KENNEDY,CANINO,4,2024,1,13,23,5,26,0.1957,0.3023,51.6,16,10,HIGH
SANTA FE,FELINO,10,2023,3,8,13,1,24,0.4926,0.3305,29.18,6,5,MEDIUM
KENNEDY,CANINO,11,2024,2,19,21,6,28,0.1543,0.2493,55.04,9,6,HIGH
ENGATIVÁ,FELINO,4,2024,3,7,9,0,16,0.5003,0.389,30.49,9,5,MEDIUM
USAQUÉN,CANINO,10,2023,4,2,9,0,9,0.7381,0.5125,12.63,2,7,LOW
TUNJUELITO,CANINO,9,2024,3,12,13,5,29,0.2288,0.3125,48.33,15,9,MEDIUM
TUNJUELITO,CANINO,7,2022,3,17,13,1,40,0.1045,0.3195,55.87,10,12,HIGH
KENNEDY,CANINO,3,2023,1,13,15,6,25,0.0805,0.2491,59.45,13,3,HIGH
KENNEDY,CANINO,7,2024,1,14,26,11,29,0.093,0.3063,59.91,18,9,HIGH
CIUDAD BOLÍVAR,CANINO,8,2023,2,15,17,5,34,0.217,0.2155,42.58,9,11,HIGH
SANTA FE,CANINO,9,2024,4,12,3,0,14,0.5036,0.309,29.57,7,3,MEDIUM
BARRIOS UNIDOS,CANINO,1,2024,4,5,17,6,13,0.4895,0.2854,35.2,9,5,MEDIUM
RAFAEL URIBE URIBE,FELINO,8,2022,2,12,15,8,31,0.136,0.1917,49.61,12,9,HIGH
USME,CANINO,12,2024,1,9,26,8,32,0.1093,0.1311,56.08,10,9,HIGH
ANTONIO NARIÑO,CANINO,8,2024,1,7,20,7,17,0.2624,0.286,47.48,15,10,MEDIUM
RAFAEL URIBE URIBE,CANINO,1,2024,3,17,25,5,29,0.0912,0.2455,58.85,16,4,HIGH
USAQUÉN,CANINO,3,2022,4,4,4,2,19,0.7061,0.5355,15.09,3,4,LOW
CIUDAD BOLÍVAR,CANINO,8,2023,1,12,16,7,25,0.0543,0.2584,51.81,15,7,HIGH
ENGATIVÁ,CANINO,9,2024,3,9,9,1,15,0.5124,0.4566,34.17,4,3,MEDIUM
PUENTE ARANDA,CANINO,5,2024,4,3,10,3,16,0.3856,0.3856,30.5,9,5,MEDIUM
SANTA FE,FELINO,11,2024,3,3,16,3,18,0.3242,0.2496,34.35,8,8,MEDIUM
KENNEDY,FELINO,6,2023,1,25,25,8,33,0.1484,0.2127,55.73,22,7,HIGH
USME,CANINO,2,2024,2,8,27,5,24,0.1802,0.1508,43.13,15,10,HIGH
ENGATIVÁ,CANINO,7,2024,2,7,12,3,14,0.4266,0.3731,47.01,7,3,MEDIUM
SUMAPAZ,FELINO,9,2023,4,2,4,0,14,0.5723,0.1693,19.24,4,4,LOW
CIUDAD BOLÍVAR,CANINO,3,2023,1,13,20,5,34,0.1608,0.172,48.13,11,6,HIGH
USAQUÉN,CANINO,8,2023,4,9,9,1,9,0.5937,0.5528,24.61,5,3,LOW
BOSA,CANINO,2,2022,1,13,11,2,21,0.175,0.2954,58.8,18,7,HIGH
FONTIBÓN,CANINO,3,2024,2,8,11,2,16,0.4847,0.2872,33.4,8,1,MEDIUM
FONTIBÓN,CANINO,10,2022,4,7,15,2,13,0.464,0.3306,35.25,10,4,MEDIUM
TUNJUELITO,CANINO,4,2022,2,10,21,6,17,0.3598,0.2773,38.13,9,1,MEDIUM
FONTIBÓN,CANINO,2,2023,3,10,14,1,13,0.4877,0.3461,29.16,4,3,MEDIUM
SAN CRISTÓBAL,CANINO,4,2024,2,7,8,2,18,0.271,0.2173,42.32,12,8,MEDIUM
LOS MÁRTIRES,CANINO,7,2023,3,7,19,7,25,0.1313,0.2559,45.69,7,1,HIGH
RAFAEL URIBE URIBE,CANINO,11,2024,2,6,16,4,22,0.2448,0.2333,49.46,11,3,MEDIUM
LOS MÁRTIRES,CANINO,2,2023,2,11,13,5,17,0.2534,0.2447,47.05,8,4,MEDIUM
TUNJUELITO,FELINO,9,2023,3,11,17,5,21,0.3272,0.1998,43.81,16,5,MEDIUM
BOSA,CANINO,12,2023,1,20,15,4,28,0.0729,0.2138,60.15,7,3,HIGH
PUENTE ARANDA,FELINO,3,2023,2,10,19,8,16,0.3372,0.3856,43.21,10,3,MEDIUM
SAN CRISTÓBAL,CANINO,3,2024,1,15,23,5,27,0.1919,0.2673,43.87,15,3,HIGH
SUBA,CANINO,12,2024,1,9,15,4,24,0.351,0.3373,40.83,8,11,MEDIUM
TUNJUELITO,CANINO,3,2024,3,10,13,2,25,0.3478,0.3287,39.05,12,5,MEDIUM
RAFAEL URIBE URIBE,CANINO,3,2024,1,13,13,3,23,0.2147,0.2579,45.42,8,11,MEDIUM
SAN CRISTÓBAL,FELINO,12,2023,1,13,23,3,23,0.0223,0.2178,56.18,8,6,HIGH
BOSA,CANINO,9,2024,2,18,13,4,24,0.1477,0.1705,55.42,12,10,HIGH
KENNEDY,CANINO,12,2024,3,17,21,4,36,0.109,0.3168,61.71,19,10,HIGH
TUNJUELITO,CANINO,11,2022,3,12,16,3,26,0.2325,0.2259,48.32,8,8,MEDIUM
SAN CRISTÓBAL,CANINO,6,2024,2,8,15,6,21,0.1717,0.1733,48.34,9,11,HIGH
TUNJUELITO,CANINO,1,2024,1,17,26,7,35,0.1222,0.2758,53.68,18,9,HIGH
TEUSAQUILLO,CANINO,5,2024,3,2,5,3,14,0.7496,0.4804,14.42,4,4,LOW
ANTONIO NARIÑO,FELINO,9,2024,2,12,15,4,26,0.4033,0.2865,39.95,9,3,MEDIUM
KENNEDY,CANINO,2,2024,1,21,32,12,26,0.0371,0.3148,56.46,12,7,HIGH
SAN CRISTÓBAL,CANINO,2,2022,1,8,27,11,26,0.1116,0.2251,54.68,10,6,HIGH
SAN CRISTÓBAL,CANINO,8,2024,2,13,20,6,35,0.1283,0.3101,54.99,9,6,HIGH
RAFAEL URIBE URIBE,CANINO,6,2023,1,14,13,1,32,0.1315,0.1761,49.16,8,8,HIGH
BOSA,FELINO,5,2024,3,9,12,2,29,0.2608,0.2361,38.43,13,4,MEDIUM
LOS MÁRTIRES,CANINO,8,2024,3,8,14,4,20,0.2668,0.2689,42.9,12,7,MEDIUM
KENNEDY,FELINO,4,2023,1,15,12,3,19,0.3657,0.2334,45.22,11,3,MEDIUM
LA CANDELARIA,FELINO,11,2022,4,3,6,1,22,0.6109,0.3882,20.9,6,7,LOW
CIUDAD BOLÍVAR,CANINO,2,2022,1,12,25,11,29,0.0444,0.2663,53.73,18,2,HIGH
CIUDAD BOLÍVAR,CANINO,12,2024,1,14,16,7,22,0.0748,0.1974,56.76,9,2,HIGH
PUENTE ARANDA,CANINO,6,2024,3,8,10,2,15,0.3687,0.3403,38.73,12,12,MEDIUM
BOSA,FELINO,7,2024,1,11,24,9,24,0.0315,0.2724,60.27,10,6,HIGH
CIUDAD BOLÍVAR,FELINO,7,2022,1,17,34,9,32,0.116,0.235,56.02,14,8,HIGH
KENNEDY,CANINO,3,2024,2,11,18,1,21,0.0886,0.2507,51.95,13,5,HIGH
SUBA,FELINO,7,2024,1,10,16,3,12,0.4599,0.363,38.87,10,7,MEDIUM
SUMAPAZ,CANINO,10,2024,5,1,3,1,14,0.7255,0.0605,6.06,3,8,LOW
KENNEDY,CANINO,4,2023,3,12,18,1,19,0.1534,0.2191,46.37,15,8,HIGH
ANTONIO NARIÑO,CANINO,2,2024,3,10,20,3,27,0.2444,0.3287,40.48,13,7,HIGH
USME,FELINO,4,2023,2,12,30,8,32,0.2001,0.1779,46.12,15,5,HIGH
SAN CRISTÓBAL,CANINO,2,2022,2,19,19,8,30,0.1783,0.22,47.38,12,6,HIGH
USME,CANINO,3,2024,1,9,23,5,26,0.2057,0.1384,53.34,11,10,HIGH
SUMAPAZ,CANINO,1,2023,4,3,5,2,16,0.4871,0.0866,17.23,3,6,LOW
LOS MÁRTIRES,CANINO,7,2023,1,15,14,5,28,0.2236,0.2624,44.89,12,4,HIGH
TUNJUELITO,CANINO,11,2023,1,11,18,7,28,0.2485,0.2887,42.01,6,6,MEDIUM
TUNJUELITO,FELINO,10,2023,2,9,18,4,31,0.4015,0.3191,37.53,9,7,MEDIUM
BOSA,CANINO,6,2024,1,15,10,3,34,0.1188,0.1852,57.2,13,2,HIGH
SANTA FE,CANINO,3,2024,3,6,21,6,19,0.3648,0.2606,41.22,4,5,MEDIUM
LOS MÁRTIRES,CANINO,1,2024,4,8,17,5,25,0.1935,0.335,44.41,12,1,HIGH
FONTIBÓN,FELINO,12,2024,1,5,12,3,16,0.3403,0.4727,40.67,10,3,MEDIUM
RAFAEL URIBE URIBE,FELINO,2,2023,1,17,21,4,33,0.1247,0.3056,54.31,23,7,HIGH
USME,FELINO,4,2024,2,15,17,2,30,0.2714,0.1324,43.38,9,8,MEDIUM
PUENTE ARANDA,FELINO,10,2023,2,2,15,3,22,0.406,0.3324,36.45,8,5,MEDIUM
ENGATIVÁ,FELINO,1,2022,2,10,20,4,29,0.3837,0.3536,43.84,8,8,MEDIUM
LOS MÁRTIRES,CANINO,6,2024,3,11,20,3,32,0.2801,0.24,40.46,10,6,MEDIUM
USME,CANINO,10,2024,2,7,12,2,22,0.2458,0.2306,40.46,9,11,MEDIUM
TEUSAQUILLO,FELINO,5,2022,5,3,3,0,10,0.6512,0.4299,16.28,2,3,LOW
USME,CANINO,1,2024,1,11,15,6,22,0.0597,0.1804,54.78,22,6,HIGH
KENNEDY,FELINO,11,2023,2,17,14,5,28,0.023,0.3119,62.12,18,6,HIGH
CHAPINERO,CANINO,8,2023,4,3,6,2,5,0.6483,0.446,15.93,2,2,LOW
BARRIOS UNIDOS,FELINO,7,2022,2,9,8,1,21,0.4095,0.3782,40.64,10,8,MEDIUM
RAFAEL URIBE URIBE,FELINO,6,2024,2,10,17,4,25,0.1855,0.2486,44.45,12,5,MEDIUM
LOS MÁRTIRES,FELINO,5,2024,3,5,6,3,17,0.3776,0.2372,36.7,7,7,MEDIUM
ENGATIVÁ,FELINO,1,2024,2,10,17,6,19,0.3495,0.3336,42.57,4,5,MEDIUM
BOSA,CANINO,12,2023,1,19,23,9,32,0.022,0.2114,61.17,13,7,HIGH
ANTONIO NARIÑO,CANINO,12,2023,2,10,20,6,16,0.3123,0.2269,43.05,7,4,MEDIUM
KENNEDY,FELINO,7,2023,2,12,20,5,34,0.1096,0.2718,54.61,14,3,HIGH
TEUSAQUILLO,FELINO,12,2024,3,5,7,0,14,0.545,0.3886,26.62,5,3,MEDIUM
FONTIBÓN,CANINO,5,2023,5,1,11,6,10,0.5125,0.3378,24.47,5,4,MEDIUM
ENGATIVÁ,FELINO,7,2024,4,10,15,3,20,0.3405,0.44,39.78,10,4,MEDIUM
SANTA FE,FELINO,10,2022,4,7,11,6,15,0.5055,0.353,28.49,7,7,MEDIUM
SAN CRISTÓBAL,CANINO,2,2023,1,17,14,6,33,0.1528,0.2597,53.91,9,8,HIGH
CIUDAD BOLÍVAR,CANINO,1,2023,1,18,19,6,31,0.1044,0.2763,53.16,15,7,HIGH
RAFAEL URIBE URIBE,FELINO,6,2023,1,14,20,4,34,0.1505,0.2013,48.97,16,9,HIGH
BOSA,CANINO,9,2023,1,15,16,2,19,0.1476,0.3246,54.91,15,5,HIGH
ENGATIVÁ,FELINO,12,2022,2,7,16,5,21,0.2969,0.2905,48.39,8,1,MEDIUM
RAFAEL URIBE URIBE,FELINO,9,2023,4,10,13,3,21,0.3409,0.2296,41.38,7,7,MEDIUM
FONTIBÓN,CANINO,4,2023,1,5,10,3,23,0.5086,0.2697,33.38,12,7,MEDIUM
SAN CRISTÓBAL,CANINO,10,2023,3,9,14,6,22,0.301,0.1763,45.36,12,6,MEDIUM
LOS MÁRTIRES,CANINO,7,2024,2,18,29,8,17,0.2269,0.3023,45.51,16,6,HIGH
USAQUÉN,CANINO,8,2024,4,8,11,2,20,0.5631,0.4907,23.73,11,4,MEDIUM
LOS MÁRTIRES,CANINO,6,2024,2,8,15,3,17,0.2884,0.3066,39.08,10,2,MEDIUM
TUNJUELITO,CANINO,7,2022,2,13,17,1,32,0.2073,0.2645,46.74,14,10,HIGH
KENNEDY,CANINO,12,2022,2,23,16,3,31,0.0669,0.2757,59.61,14,7,HIGH
BOSA,CANINO,10,2024,1,13,12,3,28,0.2118,0.2246,49.11,17,10,HIGH
LOS MÁRTIRES,FELINO,11,2023,2,6,13,4,17,0.2962,0.258,43.57,4,7,MEDIUM
KENNEDY,FELINO,10,2023,2,8,16,7,23,0.2209,0.1798,49.18,8,5,HIGH
SAN CRISTÓBAL,CANINO,10,2023,3,7,19,6,36,0.3859,0.2535,40.75,7,3,MEDIUM
LOS MÁRTIRES,CANINO,12,2022,1,6,21,5,34,0.1098,0.2667,51.93,12,7,HIGH
SANTA FE,CANINO,7,2023,4,8,11,2,28,0.2384,0.2307,43.45,6,5,MEDIUM
ENGATIVÁ,CANINO,12,2023,1,9,12,3,25,0.2926,0.4108,40.91,18,7,MEDIUM
PUENTE ARANDA,FELINO,8,2023,3,9,15,6,25,0.3361,0.3458,35.67,10,9,MEDIUM
ENGATIVÁ,FELINO,5,2022,5,3,2,1,12,0.5843,0.3642,33.3,8,2,LOW
PUENTE ARANDA,CANINO,8,2024,3,10,10,1,14,0.4615,0.3836,33.59,14,7,MEDIUM
SUBA,FELINO,3,2023,3,10,17,2,17,0.4251,0.4207,36.63,3,5,MEDIUM
ANTONIO NARIÑO,CANINO,3,2024,5,11,19,3,13,0.42,0.3327,34.94,9,4,MEDIUM
SAN CRISTÓBAL,FELINO,3,2024,3,14,18,8,26,0.209,0.2197,54.08,7,4,HIGH
TEUSAQUILLO,CANINO,2,2023,3,3,7,1,13,0.5771,0.4399,20.67,2,4,LOW
LOS MÁRTIRES,CANINO,4,2023,3,10,12,4,15,0.3279,0.2047,37.18,13,7,MEDIUM
RAFAEL URIBE URIBE,FELINO,9,2023,2,13,12,2,29,0.2298,0.2413,42.62,9,2,MEDIUM
RAFAEL URIBE URIBE,CANINO,12,2023,3,11,17,5,31,0.0734,0.184,51.97,13,2,HIGH
SAN CRISTÓBAL,CANINO,5,2022,1,7,15,6,30,0.279,0.1487,41.37,4,7,MEDIUM
PUENTE ARANDA,CANINO,8,2024,2,3,8,4,18,0.379,0.3276,36.27,9,5,MEDIUM
ENGATIVÁ,FELINO,5,2024,4,3,3,0,15,0.5652,0.308,24.24,12,3,LOW
TUNJUELITO,CANINO,8,2024,1,14,14,2,26,0.2622,0.329,44.42,13,9,MEDIUM
BOSA,CANINO,9,2023,2,18,27,6,22,0.223,0.23,52.69,11,7,HIGH
SAN CRISTÓBAL,CANINO,7,2023,2,18,34,5,27,0.167,0.1565,52.35,6,14,HIGH
USME,CANINO,3,2023,3,9,18,5,23,0.2875,0.2324,46.21,11,8,MEDIUM
SAN CRISTÓBAL,CANINO,10,2024,3,12,15,5,18,0.2524,0.2384,44.57,3,10,MEDIUM
PUENTE ARANDA,CANINO,1,2022,2,15,25,9,24,0.184,0.3165,48.81,9,4,HIGH
CIUDAD BOLÍVAR,CANINO,11,2022,1,12,16,7,25,0.1462,0.1764,49.86,20,7,HIGH
ENGATIVÁ,CANINO,12,2022,3,9,17,3,21,0.4388,0.3841,36.01,9,4,MEDIUM
ANTONIO NARIÑO,CANINO,1,2023,2,10,23,7,25,0.248,0.292,41.39,4,4,HIGH
LOS MÁRTIRES,CANINO,5,2022,2,4,14,2,28,0.2479,0.269,44.13,6,6,MEDIUM
CIUDAD BOLÍVAR,CANINO,3,2022,1,16,11,2,27,0.1801,0.2435,42.79,9,6,MEDIUM
SAN CRISTÓBAL,CANINO,11,2023,3,18,13,1,23,0.1585,0.1989,50.8,13,7,HIGH
CIUDAD BOLÍVAR,FELINO,5,2024,3,20,12,3,40,0.2076,0.1433,48.6,9,7,HIGH
LOS MÁRTIRES,CANINO,4,2022,2,11,16,2,24,0.3312,0.2682,46.05,10,6,MEDIUM
BOSA,FELINO,8,2024,1,18,19,5,35,0.1276,0.2072,53.33,15,8,HIGH
BOSA,CANINO,8,2023,1,14,17,4,33,0.02,0.2889,53.69,17,4,HIGH
BOSA,FELINO,12,2024,2,13,25,7,32,0.1178,0.3135,55.29,10,4,HIGH
FONTIBÓN,CANINO,2,2022,3,4,13,3,26,0.4519,0.282,33.94,9,8,MEDIUM
ANTONIO NARIÑO,CANINO,3,2023,4,13,11,4,15,0.3694,0.3062,36.08,11,5,MEDIUM
BOSA,CANINO,4,2023,2,16,16,6,26,0.1059,0.1262,52.41,11,3,HIGH
BARRIOS UNIDOS,CANINO,6,2024,3,7,6,1,19,0.5373,0.3781,21.23,9,4,MEDIUM
USME,CANINO,8,2024,1,11,16,7,32,0.1235,0.1633,49.76,23,11,HIGH
CIUDAD BOLÍVAR,CANINO,2,2023,1,13,20,3,26,0.02,0.1537,50.72,13,5,HIGH
CHAPINERO,FELINO,5,2024,5,2,5,1,8,0.7624,0.6062,19.15,3,3,LOW
BOSA,CANINO,11,2024,2,10,13,2,35,0.2147,0.2487,49.06,12,8,HIGH
SUBA,FELINO,7,2024,3,6,10,2,7,0.4422,0.4163,34.04,3,1,MEDIUM
TUNJUELITO,FELINO,3,2022,3,11,11,4,25,0.309,0.3346,43.93,15,5,MEDIUM
TEUSAQUILLO,CANINO,1,2022,2,8,10,2,17,0.5146,0.3839,30.34,6,2,MEDIUM
SANTA FE,FELINO,10,2023,3,4,7,0,30,0.5088,0.3039,30.51,5,7,MEDIUM
LA CANDELARIA,CANINO,6,2022,5,5,6,0,13,0.5849,0.4305,16.9,2,1,LOW
SAN CRISTÓBAL,CANINO,10,2022,3,10,13,6,22,0.1766,0.1825,48.48,12,5,MEDIUM
KENNEDY,CANINO,3,2024,1,12,24,3,28,0.131,0.2524,57.31,14,5,HIGH
LA CANDELARIA,CANINO,9,2023,4,6,6,0,12,0.702,0.4116,20.27,4,10,LOW
TEUSAQUILLO,CANINO,10,2024,4,2,3,1,7,0.7053,0.4488,14.45,2,2,LOW
TUNJUELITO,CANINO,5,2023,2,7,13,7,23,0.3922,0.3428,39.85,10,7,MEDIUM
SANTA FE,CANINO,7,2023,3,7,20,7,28,0.2688,0.2549,46.86,13,4,MEDIUM
BOSA,CANINO,12,2022,1,20,24,9,35,0.0745,0.2702,59.55,13,6,HIGH
USME,CANINO,3,2024,1,9,15,2,35,0.1299,0.1004,46.09,15,13,HIGH
RAFAEL URIBE URIBE,CANINO,12,2022,2,10,27,6,27,0.0551,0.2946,49.64,13,7,HIGH
BOSA,CANINO,6,2023,2,21,20,5,31,0.0804,0.1933,51.45,13,8,HIGH
SANTA FE,CANINO,9,2024,5,5,9,5,16,0.5647,0.2574,28.64,7,3,MEDIUM
CIUDAD BOLÍVAR,CANINO,4,2023,1,10,15,5,27,0.2218,0.1505,48.11,11,4,HIGH
ENGATIVÁ,CANINO,12,2022,2,9,12,2,31,0.3697,0.3995,43.01,8,5,MEDIUM
CHAPINERO,CANINO,2,2023,3,1,4,1,11,0.7395,0.5704,17.15,7,1,LOW
SAN CRISTÓBAL,CANINO,10,2023,2,8,14,2,30,0.2768,0.2205,46.06,9,4,MEDIUM
TUNJUELITO,FELINO,3,2024,3,11,13,3,18,0.2802,0.1877,41.96,11,1,MEDIUM
FONTIBÓN,CANINO,10,2024,4,4,8,0,21,0.4705,0.3259,33.31,8,1,MEDIUM
USME,CANINO,4,2023,2,15,22,8,13,0.1907,0.2064,47.3,17,6,HIGH
ANTONIO NARIÑO,CANINO,1,2024,3,14,20,7,22,0.191,0.2624,44.88,11,3,HIGH
CIUDAD BOLÍVAR,FELINO,12,2024,1,9,17,8,33,0.1211,0.1344,58.92,12,14,HIGH
TUNJUELITO,FELINO,3,2024,2,8,18,4,13,0.2313,0.2662,43.58,3,5,MEDIUM
ANTONIO NARIÑO,CANINO,6,2024,2,9,17,4,19,0.4131,0.3347,39.17,10,10,MEDIUM
BOSA,CANINO,9,2024,1,12,19,6,31,0.021,0.2224,57.43,21,4,HIGH
TUNJUELITO,CANINO,5,2022,3,10,17,3,30,0.3306,0.2069,43.94,6,6,MEDIUM
BOSA,FELINO,6,2023,3,12,17,6,33,0.1718,0.1897,49.43,11,9,HIGH
SUBA,CANINO,7,2023,2,11,9,3,17,0.4026,0.4127,35.07,14,3,MEDIUM
TUNJUELITO,CANINO,1,2024,2,16,23,9,23,0.1777,0.2252,54.03,14,8,HIGH
FONTIBÓN,CANINO,4,2024,3,6,18,4,20,0.435,0.383,31.73,10,3,MEDIUM
SAN CRISTÓBAL,CANINO,1,2023,2,12,18,7,30,0.1168,0.2586,53.68,18,4,HIGH
ANTONIO NARIÑO,FELINO,10,2024,3,7,16,6,21,0.4602,0.2744,31.24,5,6,MEDIUM
RAFAEL URIBE URIBE,FELINO,11,2022,2,14,12,6,34,0.2538,0.248,49.98,10,8,HIGH
TEUSAQUILLO,CANINO,2,2024,2,7,9,0,15,0.5943,0.4069,26.28,8,5,LOW
SUMAPAZ,CANINO,12,2024,4,1,6,1,15,0.5449,0.1125,16.81,7,5,LOW
SANTA FE,CANINO,4,2022,3,3,15,4,26,0.4361,0.196,35.5,12,9,MEDIUM
BARRIOS UNIDOS,FELINO,7,2022,2,6,9,1,16,0.4749,0.3613,31.47,9,7,MEDIUM
LOS MÁRTIRES,CANINO,12,2024,2,14,20,6,22,0.0963,0.3338,55.72,12,6,HIGH
LOS MÁRTIRES,CANINO,4,2024,1,11,24,4,18,0.3198,0.2956,43.0,11,11,MEDIUM
BARRIOS UNIDOS,CANINO,1,2023,2,8,12,5,16,0.375,0.4271,37.69,6,1,MEDIUM
KENNEDY,FELINO,11,2024,1,18,17,3,25,0.071,0.3807,58.59,8,6,HIGH
LA CANDELARIA,CANINO,12,2023,4,3,10,2,17,0.5318,0.4203,27.99,2,3,MEDIUM
SAN CRISTÓBAL,CANINO,7,2022,1,16,23,9,26,0.0811,0.2315,53.68,20,4,HIGH
SANTA FE,FELINO,10,2023,3,4,14,5,17,0.5411,0.2744,34.56,6,9,MEDIUM
TUNJUELITO,CANINO,1,2023,2,10,18,1,25,0.1683,0.2944,54.97,7,4,HIGH
LA CANDELARIA,FELINO,5,2022,4,2,3,0,11,0.6893,0.4861,16.07,5,6,LOW
LOS MÁRTIRES,CANINO,6,2023,4,9,11,2,16,0.3267,0.2423,40.71,9,4,MEDIUM
SAN CRISTÓBAL,CANINO,9,2024,2,12,11,5,21,0.2215,0.2596,50.32,6,8,MEDIUM
TUNJUELITO,CANINO,12,2023,1,12,25,5,28,0.1175,0.2861,56.67,14,10,HIGH
SUMAPAZ,CANINO,6,2023,4,0,8,3,9,0.7317,0.2095,8.29,0,4,LOW
CIUDAD BOLÍVAR,FELINO,8,2023,2,15,23,7,25,0.2322,0.1772,49.39,16,9,HIGH
PUENTE ARANDA,FELINO,6,2024,3,6,15,4,18,0.4084,0.3358,37.43,10,4,MEDIUM
CIUDAD BOLÍVAR,CANINO,3,2023,2,9,16,5,27,0.2606,0.0979,45.47,8,8,MEDIUM
KENNEDY,CANINO,3,2024,1,17,15,2,22,0.1371,0.251,56.49,7,9,HIGH
BARRIOS UNIDOS,CANINO,5,2022,2,10,11,4,22,0.5801,0.469,27.85,11,3,MEDIUM
PUENTE ARANDA,CANINO,8,2023,2,5,11,2,18,0.3108,0.4195,34.5,10,5,MEDIUM
BARRIOS UNIDOS,CANINO,10,2023,5,4,7,3,11,0.5725,0.354,23.91,8,7,LOW
CHAPINERO,FELINO,3,2023,3,3,5,1,7,0.7902,0.4906,18.17,2,4,LOW
USME,CANINO,5,2024,3,9,17,8,20,0.2168,0.1954,40.98,12,5,MEDIUM
TUNJUELITO,CANINO,4,2022,2,5,16,4,23,0.2982,0.2282,44.82,11,3,MEDIUM
USME,CANINO,8,2024,3,9,18,5,24,0.1356,0.1267,48.65,10,8,HIGH
TEUSAQUILLO,CANINO,1,2024,3,8,5,1,11,0.492,0.3719,36.12,9,2,MEDIUM
FONTIBÓN,FELINO,9,2023,3,6,8,2,17,0.4612,0.4303,33.06,12,6,MEDIUM
BOSA,CANINO,1,2024,2,11,18,3,37,0.1442,0.2408,56.95,8,6,HIGH
SAN CRISTÓBAL,CANINO,7,2023,2,16,22,9,34,0.059,0.2135,49.97,12,12,HIGH
TEUSAQUILLO,CANINO,1,2022,2,8,11,3,13,0.4467,0.4347,26.89,5,3,MEDIUM
SAN CRISTÓBAL,CANINO,4,2023,3,14,24,7,26,0.2163,0.183,47.01,6,6,HIGH
LOS MÁRTIRES,CANINO,8,2024,3,5,19,9,24,0.3287,0.2223,40.21,6,4,MEDIUM
RAFAEL URIBE URIBE,CANINO,1,2023,2,9,19,9,29,0.1348,0.1968,50.44,11,10,HIGH
SAN CRISTÓBAL,CANINO,9,2022,3,14,13,4,38,0.2566,0.2083,48.03,16,3,HIGH
BOSA,CANINO,11,2022,2,16,19,5,22,0.2153,0.1714,45.0,8,6,HIGH
TEUSAQUILLO,FELINO,5,2023,5,2,3,2,6,0.7323,0.5277,17.04,5,4,LOW
ENGATIVÁ,CANINO,3,2024,3,5,15,2,24,0.5051,0.3929,33.53,7,3,MEDIUM
BARRIOS UNIDOS,CANINO,3,2023,4,4,8,0,16,0.5949,0.385,23.43,5,8,LOW
BOSA,CANINO,9,2022,3,15,22,5,34,0.225,0.1944,39.95,14,7,HIGH
KENNEDY,CANINO,2,2024,2,14,18,8,34,0.0711,0.2719,59.17,13,5,HIGH
BOSA,CANINO,9,2024,2,17,24,10,23,0.2078,0.3342,47.66,8,10,HIGH
PUENTE ARANDA,CANINO,4,2023,3,5,10,1,24,0.3854,0.3556,41.33,11,5,MEDIUM
TUNJUELITO,FELINO,6,2024,1,6,13,3,25,0.2526,0.1778,46.33,8,7,MEDIUM
BARRIOS UNIDOS,CANINO,9,2024,4,4,7,2,22,0.6012,0.4118,27.27,5,3,LOW
SAN CRISTÓBAL,CANINO,4,2023,2,6,16,6,27,0.2731,0.1264,41.55,9,6,MEDIUM
SUBA,CANINO,9,2023,4,8,8,1,7,0.5932,0.3901,27.26,3,4,LOW
BOSA,CANINO,8,2022,1,17,26,9,31,0.2352,0.2162,54.4,10,3,HIGH
TUNJUELITO,CANINO,7,2022,1,8,20,6,19,0.1119,0.2968,51.3,14,6,HIGH
BOSA,CANINO,10,2022,2,15,12,0,23,0.1771,0.2345,46.49,17,6,HIGH
CIUDAD BOLÍVAR,FELINO,12,2024,1,14,20,5,35,0.0917,0.2042,54.58,11,8,HIGH
FONTIBÓN,FELINO,1,2023,1,9,13,7,17,0.3783,0.3785,38.38,12,6,MEDIUM
RAFAEL URIBE URIBE,CANINO,1,2023,1,11,14,3,36,0.068,0.1852,57.73,14,3,HIGH
BOSA,CANINO,11,2023,2,18,17,4,24,0.2035,0.3781,51.39,13,4,HIGH
